TESTE COM ARQUIVO GRANDE

-----------Padrão pequeno

#Forca Bruta

Casamento na posicao: 768372
Casamento na posicao: 769071
Casamento na posicao: 776745
Casamento na posicao: 777757
Casamento na posicao: 778456
Casamento na posicao: 786130
Casamento na posicao: 787142
Casamento na posicao: 787841
Casamento na posicao: 795515
Casamento na posicao: 796527
Casamento na posicao: 797226
Casamento na posicao: 801666
Casamento na posicao: 802678
Casamento na posicao: 803377
Casamento na posicao: 811051
Casamento na posicao: 812063
Casamento na posicao: 812762
Casamento na posicao: 820436
Casamento na posicao: 821448
Casamento na posicao: 822147
Casamento na posicao: 829821
Casamento na posicao: 830833
Casamento na posicao: 831532
Casamento na posicao: 839206
Casamento na posicao: 840218
Casamento na posicao: 840917
Casamento na posicao: 848591
Casamento na posicao: 849603
Casamento na posicao: 850302
Casamento na posicao: 857976
Casamento na posicao: 858988
Casamento na posicao: 859687
Casamento na posicao: 867361
Casamento na posicao: 868373
Casamento na posicao: 869072
Casamento na posicao: 876746
Casamento na posicao: 877758
Casamento na posicao: 878457
Casamento na posicao: 886131
Casamento na posicao: 887143
Casamento na posicao: 887842
Casamento na posicao: 895516
Casamento na posicao: 896528
Casamento na posicao: 897227
Casamento na posicao: 901665
Casamento na posicao: 902677
Casamento na posicao: 903376
Casamento na posicao: 911050
Casamento na posicao: 912062
Casamento na posicao: 912761
Casamento na posicao: 920435
Casamento na posicao: 921447
Casamento na posicao: 922146
Casamento na posicao: 929820
Casamento na posicao: 930832
Casamento na posicao: 931531
Casamento na posicao: 939205
Casamento na posicao: 940217
Casamento na posicao: 940916
Casamento na posicao: 948590
Casamento na posicao: 949602
Casamento na posicao: 950301
Casamento na posicao: 957975
Casamento na posicao: 958987
Casamento na posicao: 959686
Casamento na posicao: 967360
Casamento na posicao: 968372
Casamento na posicao: 969071
Casamento na posicao: 976745
Casamento na posicao: 977757
Casamento na posicao: 978456
Casamento na posicao: 986130
Casamento na posicao: 987142
Casamento na posicao: 987841
Casamento na posicao: 995515
Casamento na posicao: 996527
Casamento na posicao: 997226
Casamento na posicao: 1001665
Casamento na posicao: 1002677
Casamento na posicao: 1003376
Casamento na posicao: 1011050
Casamento na posicao: 1012062
Casamento na posicao: 1012761
Casamento na posicao: 1020435
Casamento na posicao: 1021447
Casamento na posicao: 1022146
Casamento na posicao: 1029820
Casamento na posicao: 1030832
Casamento na posicao: 1031531
Casamento na posicao: 1039205
Casamento na posicao: 1040217
Casamento na posicao: 1040916
Casamento na posicao: 1048590
Casamento na posicao: 1049602
Casamento na posicao: 1050301
Casamento na posicao: 1057975
Casamento na posicao: 1058987
Casamento na posicao: 1059686
Casamento na posicao: 1067360
Casamento na posicao: 1068372
Casamento na posicao: 1069071
Casamento na posicao: 1076745
Casamento na posicao: 1077757
Casamento na posicao: 1078456
Casamento na posicao: 1086130
Casamento na posicao: 1087142
Casamento na posicao: 1087841
Casamento na posicao: 1095515
Casamento na posicao: 1096527
Casamento na posicao: 1097226
Casamento na posicao: 1101666
Casamento na posicao: 1102678
Casamento na posicao: 1103377
Casamento na posicao: 1111051
Casamento na posicao: 1112063
Casamento na posicao: 1112762
Casamento na posicao: 1120436
Casamento na posicao: 1121448
Casamento na posicao: 1122147
Casamento na posicao: 1129821
Casamento na posicao: 1130833
Casamento na posicao: 1131532
Casamento na posicao: 1139206
Casamento na posicao: 1140218
Casamento na posicao: 1140917
Casamento na posicao: 1148591
Casamento na posicao: 1149603
Casamento na posicao: 1150302
Casamento na posicao: 1157976
Casamento na posicao: 1158988
Casamento na posicao: 1159687
Casamento na posicao: 1167361
Casamento na posicao: 1168373
Casamento na posicao: 1169072
Casamento na posicao: 1176746
Casamento na posicao: 1177758
Casamento na posicao: 1178457
Casamento na posicao: 1186131
Casamento na posicao: 1187143
Casamento na posicao: 1187842
Casamento na posicao: 1195516
Casamento na posicao: 1196528
Casamento na posicao: 1197227
Casamento na posicao: 1201665
Casamento na posicao: 1202677
Casamento na posicao: 1203376
Casamento na posicao: 1211050
Casamento na posicao: 1212062
Casamento na posicao: 1212761
Casamento na posicao: 1220435
Casamento na posicao: 1221447
Casamento na posicao: 1222146
Casamento na posicao: 1229820
Casamento na posicao: 1230832
Casamento na posicao: 1231531
Casamento na posicao: 1239205
Casamento na posicao: 1240217
Casamento na posicao: 1240916
Casamento na posicao: 1248590
Casamento na posicao: 1249602
Casamento na posicao: 1250301
Casamento na posicao: 1257975
Casamento na posicao: 1258987
Casamento na posicao: 1259686
Casamento na posicao: 1267360
Casamento na posicao: 1268372
Casamento na posicao: 1269071
Casamento na posicao: 1276745
Casamento na posicao: 1277757
Casamento na posicao: 1278456
Casamento na posicao: 1286130
Casamento na posicao: 1287142
Casamento na posicao: 1287841
Casamento na posicao: 1295515
Casamento na posicao: 1296527
Casamento na posicao: 1297226
Casamento na posicao: 1301665
Casamento na posicao: 1302677
Casamento na posicao: 1303376
Casamento na posicao: 1311050
Casamento na posicao: 1312062
Casamento na posicao: 1312761
Casamento na posicao: 1320435
Casamento na posicao: 1321447
Casamento na posicao: 1322146
Casamento na posicao: 1329820
Casamento na posicao: 1330832
Casamento na posicao: 1331531
Casamento na posicao: 1339205
Casamento na posicao: 1340217
Casamento na posicao: 1340916
Casamento na posicao: 1348590
Casamento na posicao: 1349602
Casamento na posicao: 1350301
Casamento na posicao: 1357975
Casamento na posicao: 1358987
Casamento na posicao: 1359686
Casamento na posicao: 1367360
Casamento na posicao: 1368372
Casamento na posicao: 1369071
Casamento na posicao: 1376745
Casamento na posicao: 1377757
Casamento na posicao: 1378456
Casamento na posicao: 1386130
Casamento na posicao: 1387142
Casamento na posicao: 1387841
Casamento na posicao: 1395515
Casamento na posicao: 1396527
Casamento na posicao: 1397226
Casamento na posicao: 1401666
Casamento na posicao: 1402678
Casamento na posicao: 1403377
Casamento na posicao: 1411051
Casamento na posicao: 1412063
Casamento na posicao: 1412762
Casamento na posicao: 1420436
Casamento na posicao: 1421448
Casamento na posicao: 1422147
Casamento na posicao: 1429821
Casamento na posicao: 1430833
Casamento na posicao: 1431532
Casamento na posicao: 1439206
Casamento na posicao: 1440218
Casamento na posicao: 1440917
Casamento na posicao: 1448591
Casamento na posicao: 1449603
Casamento na posicao: 1450302
Casamento na posicao: 1457976
Casamento na posicao: 1458988
Casamento na posicao: 1459687
Casamento na posicao: 1467361
Casamento na posicao: 1468373
Casamento na posicao: 1469072
Casamento na posicao: 1476746
Casamento na posicao: 1477758
Casamento na posicao: 1478457
Casamento na posicao: 1486131
Casamento na posicao: 1487143
Casamento na posicao: 1487842
Casamento na posicao: 1495516
Casamento na posicao: 1496528
Casamento na posicao: 1497227
Casamento na posicao: 1501665
Casamento na posicao: 1502677
Casamento na posicao: 1503376
Casamento na posicao: 1511050
Casamento na posicao: 1512062
Casamento na posicao: 1512761
Casamento na posicao: 1520435
Casamento na posicao: 1521447
Casamento na posicao: 1522146
Casamento na posicao: 1529820
Casamento na posicao: 1530832
Casamento na posicao: 1531531
Casamento na posicao: 1539205
Casamento na posicao: 1540217
Casamento na posicao: 1540916
Casamento na posicao: 1548590
Casamento na posicao: 1549602
Casamento na posicao: 1550301
Casamento na posicao: 1557975
Casamento na posicao: 1558987
Casamento na posicao: 1559686
Casamento na posicao: 1567360
Casamento na posicao: 1568372
Casamento na posicao: 1569071
Casamento na posicao: 1576745
Casamento na posicao: 1577757
Casamento na posicao: 1578456
Casamento na posicao: 1586130
Casamento na posicao: 1587142
Casamento na posicao: 1587841
Casamento na posicao: 1595515
Casamento na posicao: 1596527
Casamento na posicao: 1597226
Casamento na posicao: 1601665
Casamento na posicao: 1602677
Casamento na posicao: 1603376
Casamento na posicao: 1611050
Casamento na posicao: 1612062
Casamento na posicao: 1612761
Casamento na posicao: 1620435
Casamento na posicao: 1621447
Casamento na posicao: 1622146
Casamento na posicao: 1629820
Casamento na posicao: 1630832
Casamento na posicao: 1631531
Casamento na posicao: 1639205
Casamento na posicao: 1640217
Casamento na posicao: 1640916
Casamento na posicao: 1648590
Casamento na posicao: 1649602
Casamento na posicao: 1650301
Casamento na posicao: 1657975
Casamento na posicao: 1658987
Casamento na posicao: 1659686
Casamento na posicao: 1667360
Casamento na posicao: 1668372
Casamento na posicao: 1669071
Casamento na posicao: 1676745
Casamento na posicao: 1677757
Casamento na posicao: 1678456
Casamento na posicao: 1686130
Casamento na posicao: 1687142
Casamento na posicao: 1687841
Casamento na posicao: 1695515
Casamento na posicao: 1696527
Casamento na posicao: 1697226
Casamento na posicao: 1701666
Casamento na posicao: 1702678
Casamento na posicao: 1703377
Casamento na posicao: 1711051
Casamento na posicao: 1712063
Casamento na posicao: 1712762
Casamento na posicao: 1720436
Casamento na posicao: 1721448
Casamento na posicao: 1722147
Casamento na posicao: 1729821
Casamento na posicao: 1730833
Casamento na posicao: 1731532
Casamento na posicao: 1739206
Casamento na posicao: 1740218
Casamento na posicao: 1740917
Casamento na posicao: 1748591
Casamento na posicao: 1749603
Casamento na posicao: 1750302
Casamento na posicao: 1757976
Casamento na posicao: 1758988
Casamento na posicao: 1759687
Casamento na posicao: 1767361
Casamento na posicao: 1768373
Casamento na posicao: 1769072
Casamento na posicao: 1776746
Casamento na posicao: 1777758
Casamento na posicao: 1778457
Casamento na posicao: 1786131
Casamento na posicao: 1787143
Casamento na posicao: 1787842
Casamento na posicao: 1795516
Casamento na posicao: 1796528
Casamento na posicao: 1797227
Casamento na posicao: 1801665
Casamento na posicao: 1802677
Casamento na posicao: 1803376
Casamento na posicao: 1811050
Casamento na posicao: 1812062
Casamento na posicao: 1812761
Casamento na posicao: 1820435
Casamento na posicao: 1821447
Casamento na posicao: 1822146
Casamento na posicao: 1829820
Casamento na posicao: 1830832
Casamento na posicao: 1831531
Casamento na posicao: 1839205
Casamento na posicao: 1840217
Casamento na posicao: 1840916
Casamento na posicao: 1848590
Casamento na posicao: 1849602
Casamento na posicao: 1850301
Casamento na posicao: 1857975
Casamento na posicao: 1858987
Casamento na posicao: 1859686
Casamento na posicao: 1867360
Casamento na posicao: 1868372
Casamento na posicao: 1869071
Casamento na posicao: 1876745
Casamento na posicao: 1877757
Casamento na posicao: 1878456
Casamento na posicao: 1886130
Casamento na posicao: 1887142
Casamento na posicao: 1887841
Casamento na posicao: 1895515
Casamento na posicao: 1896527
Casamento na posicao: 1897226
Casamento na posicao: 1901665
Casamento na posicao: 1902677
Casamento na posicao: 1903376
Casamento na posicao: 1911050
Casamento na posicao: 1912062
Casamento na posicao: 1912761
Casamento na posicao: 1920435
Casamento na posicao: 1921447
Casamento na posicao: 1922146
Casamento na posicao: 1929820
Casamento na posicao: 1930832
Casamento na posicao: 1931531
Casamento na posicao: 1939205
Casamento na posicao: 1940217
Casamento na posicao: 1940916
Casamento na posicao: 1948590
Casamento na posicao: 1949602
Casamento na posicao: 1950301
Casamento na posicao: 1957975
Casamento na posicao: 1958987
Casamento na posicao: 1959686
Casamento na posicao: 1967360
Casamento na posicao: 1968372
Casamento na posicao: 1969071
Casamento na posicao: 1976745
Casamento na posicao: 1977757
Casamento na posicao: 1978456
Casamento na posicao: 1986130
Casamento na posicao: 1987142
Casamento na posicao: 1987841
Casamento na posicao: 1995515
Casamento na posicao: 1996527
Casamento na posicao: 1997226
Deslocamentos: 447875
Comparacoes: 503687
Tempo Total: 0.014463

#BMHS

Casamento na posicao: 1665
Casamento na posicao: 2677
Casamento na posicao: 3376
Casamento na posicao: 11050
Casamento na posicao: 12062
Casamento na posicao: 12761
Casamento na posicao: 20435
Casamento na posicao: 21447
Casamento na posicao: 22146
Casamento na posicao: 29820
Casamento na posicao: 30832
Casamento na posicao: 31531
Casamento na posicao: 39205
Casamento na posicao: 40217
Casamento na posicao: 40916
Casamento na posicao: 48590
Casamento na posicao: 49602
Casamento na posicao: 50301
Casamento na posicao: 57975
Casamento na posicao: 58987
Casamento na posicao: 59686
Casamento na posicao: 67360
Casamento na posicao: 68372
Casamento na posicao: 69071
Casamento na posicao: 76745
Casamento na posicao: 77757
Casamento na posicao: 78456
Casamento na posicao: 86130
Casamento na posicao: 87142
Casamento na posicao: 87841
Casamento na posicao: 95515
Casamento na posicao: 96527
Casamento na posicao: 97226
Casamento na posicao: 101665
Casamento na posicao: 102677
Casamento na posicao: 103376
Casamento na posicao: 111050
Casamento na posicao: 112062
Casamento na posicao: 112761
Casamento na posicao: 120435
Casamento na posicao: 121447
Casamento na posicao: 122146
Casamento na posicao: 129820
Casamento na posicao: 130832
Casamento na posicao: 131531
Casamento na posicao: 139205
Casamento na posicao: 140217
Casamento na posicao: 140916
Casamento na posicao: 148590
Casamento na posicao: 149602
Casamento na posicao: 150301
Casamento na posicao: 157975
Casamento na posicao: 158987
Casamento na posicao: 159686
Casamento na posicao: 167360
Casamento na posicao: 168372
Casamento na posicao: 169071
Casamento na posicao: 176745
Casamento na posicao: 177757
Casamento na posicao: 178456
Casamento na posicao: 186130
Casamento na posicao: 187142
Casamento na posicao: 187841
Casamento na posicao: 195515
Casamento na posicao: 196527
Casamento na posicao: 197226
Casamento na posicao: 201666
Casamento na posicao: 202678
Casamento na posicao: 203377
Casamento na posicao: 211051
Casamento na posicao: 212063
Casamento na posicao: 212762
Casamento na posicao: 220436
Casamento na posicao: 221448
Casamento na posicao: 222147
Casamento na posicao: 229821
Casamento na posicao: 230833
Casamento na posicao: 231532
Casamento na posicao: 239206
Casamento na posicao: 240218
Casamento na posicao: 240917
Casamento na posicao: 248591
Casamento na posicao: 249603
Casamento na posicao: 250302
Casamento na posicao: 257976
Casamento na posicao: 258988
Casamento na posicao: 259687
Casamento na posicao: 267361
Casamento na posicao: 268373
Casamento na posicao: 269072
Casamento na posicao: 276746
Casamento na posicao: 277758
Casamento na posicao: 278457
Casamento na posicao: 286131
Casamento na posicao: 287143
Casamento na posicao: 287842
Casamento na posicao: 295516
Casamento na posicao: 296528
Casamento na posicao: 297227
Casamento na posicao: 301665
Casamento na posicao: 302677
Casamento na posicao: 303376
Casamento na posicao: 311050
Casamento na posicao: 312062
Casamento na posicao: 312761
Casamento na posicao: 320435
Casamento na posicao: 321447
Casamento na posicao: 322146
Casamento na posicao: 329820
Casamento na posicao: 330832
Casamento na posicao: 331531
Casamento na posicao: 339205
Casamento na posicao: 340217
Casamento na posicao: 340916
Casamento na posicao: 348590
Casamento na posicao: 349602
Casamento na posicao: 350301
Casamento na posicao: 357975
Casamento na posicao: 358987
Casamento na posicao: 359686
Casamento na posicao: 367360
Casamento na posicao: 368372
Casamento na posicao: 369071
Casamento na posicao: 376745
Casamento na posicao: 377757
Casamento na posicao: 378456
Casamento na posicao: 386130
Casamento na posicao: 387142
Casamento na posicao: 387841
Casamento na posicao: 395515
Casamento na posicao: 396527
Casamento na posicao: 397226
Casamento na posicao: 401665
Casamento na posicao: 402677
Casamento na posicao: 403376
Casamento na posicao: 411050
Casamento na posicao: 412062
Casamento na posicao: 412761
Casamento na posicao: 420435
Casamento na posicao: 421447
Casamento na posicao: 422146
Casamento na posicao: 429820
Casamento na posicao: 430832
Casamento na posicao: 431531
Casamento na posicao: 439205
Casamento na posicao: 440217
Casamento na posicao: 440916
Casamento na posicao: 448590
Casamento na posicao: 449602
Casamento na posicao: 450301
Casamento na posicao: 457975
Casamento na posicao: 458987
Casamento na posicao: 459686
Casamento na posicao: 467360
Casamento na posicao: 468372
Casamento na posicao: 469071
Casamento na posicao: 476745
Casamento na posicao: 477757
Casamento na posicao: 478456
Casamento na posicao: 486130
Casamento na posicao: 487142
Casamento na posicao: 487841
Casamento na posicao: 495515
Casamento na posicao: 496527
Casamento na posicao: 497226
Casamento na posicao: 501666
Casamento na posicao: 502678
Casamento na posicao: 503377
Casamento na posicao: 511051
Casamento na posicao: 512063
Casamento na posicao: 512762
Casamento na posicao: 520436
Casamento na posicao: 521448
Casamento na posicao: 522147
Casamento na posicao: 529821
Casamento na posicao: 530833
Casamento na posicao: 531532
Casamento na posicao: 539206
Casamento na posicao: 540218
Casamento na posicao: 540917
Casamento na posicao: 548591
Casamento na posicao: 549603
Casamento na posicao: 550302
Casamento na posicao: 557976
Casamento na posicao: 558988
Casamento na posicao: 559687
Casamento na posicao: 567361
Casamento na posicao: 568373
Casamento na posicao: 569072
Casamento na posicao: 576746
Casamento na posicao: 577758
Casamento na posicao: 578457
Casamento na posicao: 586131
Casamento na posicao: 587143
Casamento na posicao: 587842
Casamento na posicao: 595516
Casamento na posicao: 596528
Casamento na posicao: 597227
Casamento na posicao: 601665
Casamento na posicao: 602677
Casamento na posicao: 603376
Casamento na posicao: 611050
Casamento na posicao: 612062
Casamento na posicao: 612761
Casamento na posicao: 620435
Casamento na posicao: 621447
Casamento na posicao: 622146
Casamento na posicao: 629820
Casamento na posicao: 630832
Casamento na posicao: 631531
Casamento na posicao: 639205
Casamento na posicao: 640217
Casamento na posicao: 640916
Casamento na posicao: 648590
Casamento na posicao: 649602
Casamento na posicao: 650301
Casamento na posicao: 657975
Casamento na posicao: 658987
Casamento na posicao: 659686
Casamento na posicao: 667360
Casamento na posicao: 668372
Casamento na posicao: 669071
Casamento na posicao: 676745
Casamento na posicao: 677757
Casamento na posicao: 678456
Casamento na posicao: 686130
Casamento na posicao: 687142
Casamento na posicao: 687841
Casamento na posicao: 695515
Casamento na posicao: 696527
Casamento na posicao: 697226
Casamento na posicao: 701665
Casamento na posicao: 702677
Casamento na posicao: 703376
Casamento na posicao: 711050
Casamento na posicao: 712062
Casamento na posicao: 712761
Casamento na posicao: 720435
Casamento na posicao: 721447
Casamento na posicao: 722146
Casamento na posicao: 729820
Casamento na posicao: 730832
Casamento na posicao: 731531
Casamento na posicao: 739205
Casamento na posicao: 740217
Casamento na posicao: 740916
Casamento na posicao: 748590
Casamento na posicao: 749602
Casamento na posicao: 750301
Casamento na posicao: 757975
Casamento na posicao: 758987
Casamento na posicao: 759686
Casamento na posicao: 767360
Casamento na posicao: 768372
Casamento na posicao: 769071
Casamento na posicao: 776745
Casamento na posicao: 777757
Casamento na posicao: 778456
Casamento na posicao: 786130
Casamento na posicao: 787142
Casamento na posicao: 787841
Casamento na posicao: 795515
Casamento na posicao: 796527
Casamento na posicao: 797226
Casamento na posicao: 801666
Casamento na posicao: 802678
Casamento na posicao: 803377
Casamento na posicao: 811051
Casamento na posicao: 812063
Casamento na posicao: 812762
Casamento na posicao: 820436
Casamento na posicao: 821448
Casamento na posicao: 822147
Casamento na posicao: 829821
Casamento na posicao: 830833
Casamento na posicao: 831532
Casamento na posicao: 839206
Casamento na posicao: 840218
Casamento na posicao: 840917
Casamento na posicao: 848591
Casamento na posicao: 849603
Casamento na posicao: 850302
Casamento na posicao: 857976
Casamento na posicao: 858988
Casamento na posicao: 859687
Casamento na posicao: 867361
Casamento na posicao: 868373
Casamento na posicao: 869072
Casamento na posicao: 876746
Casamento na posicao: 877758
Casamento na posicao: 878457
Casamento na posicao: 886131
Casamento na posicao: 887143
Casamento na posicao: 887842
Casamento na posicao: 895516
Casamento na posicao: 896528
Casamento na posicao: 897227
Casamento na posicao: 901665
Casamento na posicao: 902677
Casamento na posicao: 903376
Casamento na posicao: 911050
Casamento na posicao: 912062
Casamento na posicao: 912761
Casamento na posicao: 920435
Casamento na posicao: 921447
Casamento na posicao: 922146
Casamento na posicao: 929820
Casamento na posicao: 930832
Casamento na posicao: 931531
Casamento na posicao: 939205
Casamento na posicao: 940217
Casamento na posicao: 940916
Casamento na posicao: 948590
Casamento na posicao: 949602
Casamento na posicao: 950301
Casamento na posicao: 957975
Casamento na posicao: 958987
Casamento na posicao: 959686
Casamento na posicao: 967360
Casamento na posicao: 968372
Casamento na posicao: 969071
Casamento na posicao: 976745
Casamento na posicao: 977757
Casamento na posicao: 978456
Casamento na posicao: 986130
Casamento na posicao: 987142
Casamento na posicao: 987841
Casamento na posicao: 995515
Casamento na posicao: 996527
Casamento na posicao: 997226
Casamento na posicao: 1001665
Casamento na posicao: 1002677
Casamento na posicao: 1003376
Casamento na posicao: 1011050
Casamento na posicao: 1012062
Casamento na posicao: 1012761
Casamento na posicao: 1020435
Casamento na posicao: 1021447
Casamento na posicao: 1022146
Casamento na posicao: 1029820
Casamento na posicao: 1030832
Casamento na posicao: 1031531
Casamento na posicao: 1039205
Casamento na posicao: 1040217
Casamento na posicao: 1040916
Casamento na posicao: 1048590
Casamento na posicao: 1049602
Casamento na posicao: 1050301
Casamento na posicao: 1057975
Casamento na posicao: 1058987
Casamento na posicao: 1059686
Casamento na posicao: 1067360
Casamento na posicao: 1068372
Casamento na posicao: 1069071
Casamento na posicao: 1076745
Casamento na posicao: 1077757
Casamento na posicao: 1078456
Casamento na posicao: 1086130
Casamento na posicao: 1087142
Casamento na posicao: 1087841
Casamento na posicao: 1095515
Casamento na posicao: 1096527
Casamento na posicao: 1097226
Casamento na posicao: 1101666
Casamento na posicao: 1102678
Casamento na posicao: 1103377
Casamento na posicao: 1111051
Casamento na posicao: 1112063
Casamento na posicao: 1112762
Casamento na posicao: 1120436
Casamento na posicao: 1121448
Casamento na posicao: 1122147
Casamento na posicao: 1129821
Casamento na posicao: 1130833
Casamento na posicao: 1131532
Casamento na posicao: 1139206
Casamento na posicao: 1140218
Casamento na posicao: 1140917
Casamento na posicao: 1148591
Casamento na posicao: 1149603
Casamento na posicao: 1150302
Casamento na posicao: 1157976
Casamento na posicao: 1158988
Casamento na posicao: 1159687
Casamento na posicao: 1167361
Casamento na posicao: 1168373
Casamento na posicao: 1169072
Casamento na posicao: 1176746
Casamento na posicao: 1177758
Casamento na posicao: 1178457
Casamento na posicao: 1186131
Casamento na posicao: 1187143
Casamento na posicao: 1187842
Casamento na posicao: 1195516
Casamento na posicao: 1196528
Casamento na posicao: 1197227
Casamento na posicao: 1201665
Casamento na posicao: 1202677
Casamento na posicao: 1203376
Casamento na posicao: 1211050
Casamento na posicao: 1212062
Casamento na posicao: 1212761
Casamento na posicao: 1220435
Casamento na posicao: 1221447
Casamento na posicao: 1222146
Casamento na posicao: 1229820
Casamento na posicao: 1230832
Casamento na posicao: 1231531
Casamento na posicao: 1239205
Casamento na posicao: 1240217
Casamento na posicao: 1240916
Casamento na posicao: 1248590
Casamento na posicao: 1249602
Casamento na posicao: 1250301
Casamento na posicao: 1257975
Casamento na posicao: 1258987
Casamento na posicao: 1259686
Casamento na posicao: 1267360
Casamento na posicao: 1268372
Casamento na posicao: 1269071
Casamento na posicao: 1276745
Casamento na posicao: 1277757
Casamento na posicao: 1278456
Casamento na posicao: 1286130
Casamento na posicao: 1287142
Casamento na posicao: 1287841
Casamento na posicao: 1295515
Casamento na posicao: 1296527
Casamento na posicao: 1297226
Casamento na posicao: 1301665
Casamento na posicao: 1302677
Casamento na posicao: 1303376
Casamento na posicao: 1311050
Casamento na posicao: 1312062
Casamento na posicao: 1312761
Casamento na posicao: 1320435
Casamento na posicao: 1321447
Casamento na posicao: 1322146
Casamento na posicao: 1329820
Casamento na posicao: 1330832
Casamento na posicao: 1331531
Casamento na posicao: 1339205
Casamento na posicao: 1340217
Casamento na posicao: 1340916
Casamento na posicao: 1348590
Casamento na posicao: 1349602
Casamento na posicao: 1350301
Casamento na posicao: 1357975
Casamento na posicao: 1358987
Casamento na posicao: 1359686
Casamento na posicao: 1367360
Casamento na posicao: 1368372
Casamento na posicao: 1369071
Casamento na posicao: 1376745
Casamento na posicao: 1377757
Casamento na posicao: 1378456
Casamento na posicao: 1386130
Casamento na posicao: 1387142
Casamento na posicao: 1387841
Casamento na posicao: 1395515
Casamento na posicao: 1396527
Casamento na posicao: 1397226
Casamento na posicao: 1401666
Casamento na posicao: 1402678
Casamento na posicao: 1403377
Casamento na posicao: 1411051
Casamento na posicao: 1412063
Casamento na posicao: 1412762
Casamento na posicao: 1420436
Casamento na posicao: 1421448
Casamento na posicao: 1422147
Casamento na posicao: 1429821
Casamento na posicao: 1430833
Casamento na posicao: 1431532
Casamento na posicao: 1439206
Casamento na posicao: 1440218
Casamento na posicao: 1440917
Casamento na posicao: 1448591
Casamento na posicao: 1449603
Casamento na posicao: 1450302
Casamento na posicao: 1457976
Casamento na posicao: 1458988
Casamento na posicao: 1459687
Casamento na posicao: 1467361
Casamento na posicao: 1468373
Casamento na posicao: 1469072
Casamento na posicao: 1476746
Casamento na posicao: 1477758
Casamento na posicao: 1478457
Casamento na posicao: 1486131
Casamento na posicao: 1487143
Casamento na posicao: 1487842
Casamento na posicao: 1495516
Casamento na posicao: 1496528
Casamento na posicao: 1497227
Casamento na posicao: 1501665
Casamento na posicao: 1502677
Casamento na posicao: 1503376
Casamento na posicao: 1511050
Casamento na posicao: 1512062
Casamento na posicao: 1512761
Casamento na posicao: 1520435
Casamento na posicao: 1521447
Casamento na posicao: 1522146
Casamento na posicao: 1529820
Casamento na posicao: 1530832
Casamento na posicao: 1531531
Casamento na posicao: 1539205
Casamento na posicao: 1540217
Casamento na posicao: 1540916
Casamento na posicao: 1548590
Casamento na posicao: 1549602
Casamento na posicao: 1550301
Casamento na posicao: 1557975
Casamento na posicao: 1558987
Casamento na posicao: 1559686
Casamento na posicao: 1567360
Casamento na posicao: 1568372
Casamento na posicao: 1569071
Casamento na posicao: 1576745
Casamento na posicao: 1577757
Casamento na posicao: 1578456
Casamento na posicao: 1586130
Casamento na posicao: 1587142
Casamento na posicao: 1587841
Casamento na posicao: 1595515
Casamento na posicao: 1596527
Casamento na posicao: 1597226
Casamento na posicao: 1601665
Casamento na posicao: 1602677
Casamento na posicao: 1603376
Casamento na posicao: 1611050
Casamento na posicao: 1612062
Casamento na posicao: 1612761
Casamento na posicao: 1620435
Casamento na posicao: 1621447
Casamento na posicao: 1622146
Casamento na posicao: 1629820
Casamento na posicao: 1630832
Casamento na posicao: 1631531
Casamento na posicao: 1639205
Casamento na posicao: 1640217
Casamento na posicao: 1640916
Casamento na posicao: 1648590
Casamento na posicao: 1649602
Casamento na posicao: 1650301
Casamento na posicao: 1657975
Casamento na posicao: 1658987
Casamento na posicao: 1659686
Casamento na posicao: 1667360
Casamento na posicao: 1668372
Casamento na posicao: 1669071
Casamento na posicao: 1676745
Casamento na posicao: 1677757
Casamento na posicao: 1678456
Casamento na posicao: 1686130
Casamento na posicao: 1687142
Casamento na posicao: 1687841
Casamento na posicao: 1695515
Casamento na posicao: 1696527
Casamento na posicao: 1697226
Casamento na posicao: 1701666
Casamento na posicao: 1702678
Casamento na posicao: 1703377
Casamento na posicao: 1711051
Casamento na posicao: 1712063
Casamento na posicao: 1712762
Casamento na posicao: 1720436
Casamento na posicao: 1721448
Casamento na posicao: 1722147
Casamento na posicao: 1729821
Casamento na posicao: 1730833
Casamento na posicao: 1731532
Casamento na posicao: 1739206
Casamento na posicao: 1740218
Casamento na posicao: 1740917
Casamento na posicao: 1748591
Casamento na posicao: 1749603
Casamento na posicao: 1750302
Casamento na posicao: 1757976
Casamento na posicao: 1758988
Casamento na posicao: 1759687
Casamento na posicao: 1767361
Casamento na posicao: 1768373
Casamento na posicao: 1769072
Casamento na posicao: 1776746
Casamento na posicao: 1777758
Casamento na posicao: 1778457
Casamento na posicao: 1786131
Casamento na posicao: 1787143
Casamento na posicao: 1787842
Casamento na posicao: 1795516
Casamento na posicao: 1796528
Casamento na posicao: 1797227
Casamento na posicao: 1801665
Casamento na posicao: 1802677
Casamento na posicao: 1803376
Casamento na posicao: 1811050
Casamento na posicao: 1812062
Casamento na posicao: 1812761
Casamento na posicao: 1820435
Casamento na posicao: 1821447
Casamento na posicao: 1822146
Casamento na posicao: 1829820
Casamento na posicao: 1830832
Casamento na posicao: 1831531
Casamento na posicao: 1839205
Casamento na posicao: 1840217
Casamento na posicao: 1840916
Casamento na posicao: 1848590
Casamento na posicao: 1849602
Casamento na posicao: 1850301
Casamento na posicao: 1857975
Casamento na posicao: 1858987
Casamento na posicao: 1859686
Casamento na posicao: 1867360
